Depth,Age,Abies,Picea,Pinus.undiff,Pinus.sub..Pinus,Pinus.sub..Strobus,Tsuga,Acer.saccharum,Acer.rubrum,Acer.undiff,Acer.saccharinum,Alnus.rugosa,Betula,Carya,Castanea,Cephalanthus,Cornus,Corylus,Cupressaceae,Fagus,Fraxinus.undifferentiated,Fraxinus.nigra,Fraxinus.pennsylvanica,Juglans,Larix,Liquidambar,Morus,Myricaceae,Nyssa,Ostrya.Carpinus.type,Planera,Platanus,Populus,Quercus,Salix,Tilia,Ulmus,Ambrosia.type,Apiaceae,Araliaceae,Arceuthobium,Artemisia,Total.Asteraceae,Brassicaceae,Campanula,Caryophyllaceae,Chenopodiaceae,Cyperaceae,Epilobium,Equisetum,Fabaceae,Gallium,Lamiaceae,Nuphar,Nymphea,Magnolia.Liliaceae,Mentha,Menyathes,Myriophyllum,Onagraceae,Pediastrum.spp,Plantaginaceae,Poaceae,Polemonium,Polygonaceae,Potentilla,Prunella,Rosaceae,Ranunculaceae,Rumex,Sagittaria,Sparganium,Stellaria,Thalictrum,Typha,Urtica,Marker,Upland.Pollen.Sum,TreesandShrubs,Aquatic,Upland.Herbs,Total.Pinus
255,16551,0.632911392,28.90295359,23.41772152,4.430379747,0.421940928,0,0.210970464,0,0.210970464,0,0.421940928,0.421940928,0.210970464,0,0,0,0.210970464,0,0,0.843881857,0.421940928,0,0,0,0.210970464,0,0,0,1.265822785,0,0,0.210970464,2.109704641,0,0,0,0.210970464,0,0,0,0.421940928,1.265822785,0,0,0,0,5.274261603,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0.210970464,0,1.054852321,0,0.210970464,0,0,0,0,0,0,0,0,0.632911392,0.632911392,0,8.438818565,74.47257384,64.55696203,0.843881857,9.071729958,28.27004219
260,16629,1.793248945,45.14767932,13.60759494,1.265822785,0.210970464,0,0,0,0,0,0.843881857,0,0.421940928,0.421940928,0,0.421940928,0.210970464,0,0,0.632911392,1.054852321,0.210970464,0,0,0.210970464,0,0,0,0.210970464,0,0,0,3.58649789,0.210970464,0,0.210970464,0.421940928,0,0,0,0.632911392,1.265822785,0,0,0,0,7.594936709,0,0,0,0,0,0,0,0,0,0,0,0,0.632911392,0,1.476793249,0,0.210970464,0,0,0.210970464,0,0,0,0,0,0,0.632911392,0,11.60337553,83.12236287,70.67510549,0.632911392,11.81434599,15.08438819
265,16699,1.265822785,37.02531646,18.24894515,4.008438819,0,0,0.210970464,0,0,0,0.210970464,0,0,0,0,0.210970464,0.843881857,0,0,0,1.898734177,0.210970464,0.210970464,0,0,0,0,0,0.421940928,0,0,0,2.320675105,0.421940928,0,0,0.632911392,0,0,0,1.054852321,0.421940928,0,0,0,0.421940928,5.274261603,0,0,0.210970464,0,0.210970464,0,0,0,0,0,0,0,1.054852321,0,2.53164557,0,0,0,0,0,0,0,0.210970464,0,0,0.421940928,0.210970464,0,16.66666667,78.90295359,67.51054852,1.687763713,9.70464135,22.25738397
270,16769,1.793248945,37.76371308,15.08438819,2.109704641,0,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0,0,0,1.265822785,0,0,0,0,0,0,0,0,0,0,0,5.063291139,0.421940928,0,0,0.632911392,0,0,0,0.210970464,1.265822785,0,0,0,0.210970464,4.852320675,0,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0,1.898734177,0,0.210970464,0,0,0.421940928,0,0,0,0,0,0.210970464,0.210970464,0.210970464,13.71308017,74.05063291,63.71308017,0.421940928,9.915611814,17.19409283
275,16837,0.316455696,38.29113924,18.56540084,0.843881857,0,0,0,0,0,0,0.632911392,0.210970464,0,0.210970464,0,0.210970464,0,0,0,0.632911392,0.421940928,0,0.210970464,0,0.421940928,0,0,0,0,0,0,0,2.320675105,0.843881857,0,0,0.632911392,0,0,0,1.265822785,1.265822785,0,0,0,0.843881857,7.383966245,0,0,0.210970464,0,0.421940928,0,0,0,0,0,0,0,1.476793249,0,0.843881857,0,0,0,0,0.421940928,0,0,0,0,0,0,0.421940928,0,18.35443038,77.84810127,64.1350211,1.476793249,12.23628692,19.4092827
280,16886,2.004219409,29.21940928,23.20675105,0.632911392,0.210970464,0,0,0,0,0,0,0,0.210970464,0,0,0,0.210970464,0.210970464,0,0.210970464,1.265822785,0.210970464,0,0,0.210970464,0,0,0,0,0,0,0,4.852320675,1.054852321,0,0,0.843881857,0,0,0,0.632911392,2.109704641,0,0,0,0,7.383966245,0.210970464,0,0,0.421940928,0,0,0,0,0,0,0,0,2.53164557,0,2.109704641,0,0,0,0,0.421940928,0,0,0,0,0,0.210970464,0.632911392,0,18.56540084,78.69198312,63.71308017,3.164556962,11.81434599,24.05063291
310,17140,1.793248945,28.90295359,25.21097046,0.632911392,0,0,0,0,0,0,1.265822785,0,0.210970464,0.632911392,0,0,0.632911392,0,0,0.421940928,0.632911392,0,0,0,0,0,0,0,0.210970464,0,0,0,4.219409283,0.210970464,0,0,0,0,0,0,0.843881857,1.265822785,0,0,0,0,7.172995781,0,0,0,0,0,0,0,0,0,0,0,0,2.953586498,0,1.898734177,0,0.421940928,0,0,0,0,0,0,0,0,0.421940928,1.054852321,0,14.55696203,78.05907173,64.97890295,3.375527426,9.70464135,25.84388186
315,17180,1.371308017,43.77637131,17.51054852,0.632911392,0.210970464,0,0,0,0.210970464,0,0,0.421940928,0,0,0,0,0,0,0,0,0.421940928,0,0,0,0,0,0,0,0.421940928,0,0,0.210970464,1.476793249,0.421940928,0,0,0.210970464,0,0,0,0,0.632911392,0,0,0,0,5.696202532,0,0,0,0,0,0,0,0,0,0,0,0,0.632911392,0,2.320675105,0,0.632911392,0,0,0,0,0,0,0,0,0,1.054852321,0,11.60337553,77.6371308,67.08860759,0.632911392,9.915611814,18.35443038
320,17216,1.371308017,35.44303797,18.24894515,1.898734177,0,0,0,0,0,0,0.632911392,0.210970464,0,0,0,0,0.210970464,0.210970464,0,0.210970464,0.421940928,0,0,0,0.210970464,0,0,0,0.632911392,0,0,0.632911392,4.219409283,0.210970464,0,0,0.632911392,0,0,0,0.421940928,1.265822785,0,0,0,0.210970464,7.172995781,0,0,0,0,0,0,0,0,0,0,0,0,1.054852321,0,2.742616034,0,0,0,0,0.421940928,0,0,0,0,0,0,0.210970464,0,14.76793249,77.84810127,64.76793249,1.054852321,12.02531646,20.14767932
325,17250,1.265822785,35.75949367,19.30379747,0.843881857,0.210970464,0,0,0,0,0,0.421940928,0.210970464,0,0,0,0,0,0.421940928,0,0.210970464,0.210970464,0,0,0,0,0,0,0,0,0,0,1.054852321,3.797468354,0.210970464,0.210970464,0,0.210970464,0,0,0,0.421940928,1.265822785,0,0,0,0,9.493670886,0,0,0.421940928,0.210970464,0.210970464,0,0.210970464,0,0,0,0,0,2.53164557,0,1.687763713,0,0,0,0,0.210970464,0,0,0,0,0,0,1.476793249,0,18.56540084,79.74683544,64.1350211,2.953586498,12.65822785,20.35864979
330,17279,1.476793249,39.24050633,21.51898734,1.054852321,0,0,0,0,0.210970464,0,0.210970464,0,0,0.210970464,0,0,0.421940928,0,0.210970464,0,1.265822785,0,0,0,0.210970464,0,0,0,0.632911392,0,0,0.632911392,4.641350211,0.210970464,0,0,0.632911392,0,0,0,0.210970464,2.320675105,0,0,0,0,7.594936709,0,0,0,0,0,0,0,0,0,0,0,0,1.265822785,0,2.953586498,0,0.210970464,0,0,0.632911392,0,0,0,0,0,0,0.421940928,0,24.6835443,87.13080169,72.15189873,1.265822785,13.71308017,22.57383966
335,17309,0.632911392,36.81434599,25.73839662,1.898734177,0,0,0.421940928,0,0,0,0.632911392,0,0,0,0,0,0.632911392,0.210970464,0.210970464,0.210970464,0.210970464,0,0,0,0,0,0,0,0.632911392,0,0,0.421940928,2.953586498,0.421940928,0,0,0.632911392,0,0,0,0.421940928,2.53164557,0,0,0,0.421940928,6.540084388,0,0,0,0,0,0,0,0,0,0,0,0,1.687763713,0,1.476793249,0,0,0,0,0.210970464,0,0,0,0,0,0.210970464,0.632911392,0,21.09704641,85.12658228,72.0464135,1.898734177,11.1814346,27.6371308
340,17339,1.160337553,32.91139241,23.10126582,2.109704641,0,0,0,0,0.210970464,0,0.421940928,0,0.210970464,0,0,0,0.632911392,0.210970464,0,0,0.210970464,0,0,0,0.421940928,0,0,0,0.210970464,0,0,0.421940928,2.53164557,0.421940928,0,0.210970464,0.632911392,0,0,0,0.210970464,1.687763713,0,0,0,0.210970464,4.219409283,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0.632911392,0,1.898734177,0,0.210970464,0,0,0,0,0,0,0,0,0,0.843881857,0,11.39240506,75.52742616,65.40084388,0.632911392,9.493670886,25.21097046
345,17367,0.738396624,29.32489451,24.6835443,2.320675105,0,0,0,0,0.632911392,0,0.843881857,0.632911392,0,0.210970464,0,0,0.843881857,0,0,0,0.421940928,0,0,0,0.210970464,0,0,0,1.476793249,0,0,1.054852321,3.797468354,0,0,0,0.632911392,0,0,0,0.632911392,1.687763713,0,0,0,0.210970464,4.430379747,0.210970464,0,0.210970464,0,0.210970464,0,0,0,0,0,0,0,0.421940928,0,1.898734177,0,0,0,0,0.210970464,0,0,0,0,0.210970464,0,0.843881857,0,18.14345992,78.58649789,67.19409283,0.421940928,10.97046414,27.00421941
350,17391,0.421940928,33.12236287,25.21097046,1.054852321,0,0,0,0,0,0,0.632911392,0.210970464,0,0,0,0.210970464,0,0,0,0,0.632911392,0,0,0,0.421940928,0,0,0,0.210970464,0,0,0.210970464,1.687763713,0,0,0,0.210970464,0,0,0,0.421940928,0.421940928,0,0,0,0.210970464,4.852320675,0.210970464,0,0,0,0,0,0,0,0,0,0,0,0.421940928,0,1.265822785,0,0,0,0,0.421940928,0,0,0,0.421940928,0,0,0.421940928,0.210970464,13.92405063,72.67932489,64.02953586,0.421940928,8.227848101,26.26582278
355,17419,0.105485232,29.43037975,29.85232068,4.008438819,0,0,0,0,0.210970464,0,0,0,0,0,0,0,0.421940928,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0,0,0.210970464,1.265822785,0.210970464,0,0,0.632911392,0,0,0,0.632911392,1.054852321,0,0,0,0,1.687763713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054852321,0,0,0,0,0.421940928,0,0,0,0,0,0,0.210970464,0.210970464,10.12658228,71.83544304,65.92827004,0,5.907172996,33.86075949
360,17458,0.316455696,25.52742616,33.96624473,5.696202532,0.843881857,0,0,0,0.210970464,0,0.210970464,0.210970464,0,0,0,0.210970464,0.210970464,0.210970464,0,0.210970464,0.421940928,0,0,0,0,0,0.210970464,0,0.210970464,0,0,0,1.476793249,0.210970464,0,0,0.421940928,0,0,0,0.421940928,1.476793249,0,0,0,0,5.485232068,0.210970464,0,0,0,0,0,0,0,0,0,0,0,0.421940928,0,2.320675105,0,0,0,0,0,0.210970464,0,0,0,0,0,0.210970464,0,14.1350211,81.11814346,70.35864979,0.421940928,10.33755274,40.50632911
365,17518,0.738396624,25.21097046,30.907173,2.53164557,0.421940928,0,0,0,0,0,0.210970464,0,0.210970464,0,0,0,0,0.210970464,0,0,0.632911392,0.210970464,0,0,0,0,0,0,0.210970464,0,0,0.421940928,2.320675105,0.210970464,0,0.210970464,0.210970464,0,0,0,0,1.687763713,0,0,0,0.210970464,5.274261603,0,0,0,0,0,0.210970464,0,0,0,0,0,0,0,0,1.687763713,0,0,0,0,0,0,0,0.210970464,0,0,0,0.421940928,0,12.44725738,74.15611814,64.66244726,0.421940928,9.071729958,33.86075949
370,17581,0.632911392,26.37130802,32.48945148,1.687763713,1.054852321,0,0,0,0,0,0,0,0,0,0,0,0,0.421940928,0,0,0.210970464,0,0,0,0.210970464,0,0,0,0.421940928,0,0,0.210970464,2.109704641,0,0,0,0.421940928,0,0,0,0,0.843881857,0,0,0,0.632911392,5.907172996,0.210970464,0,0,0.210970464,0,0,0,0,0,0,0,0,0.210970464,0,1.265822785,0,0,0,0,0.210970464,0,0,0.210970464,0.210970464,0,0,0.632911392,0,8.227848101,76.16033755,65.82278481,0.632911392,9.70464135,35.23206751
375,17650,0.316455696,18.88185654,37.65822785,1.054852321,1.265822785,0,0,0,0.210970464,0,0.210970464,0.632911392,0,0,0,0.210970464,0.210970464,0.421940928,0,0.421940928,0.210970464,0.210970464,0,0.210970464,0.421940928,0,0,0,0.421940928,0,0,0.210970464,2.109704641,0.421940928,0,0,0.421940928,0,0,0,0.210970464,1.687763713,0,0,0,0,4.430379747,0,0,0,0,0,0,0,0,0,0,0,0,0.632911392,0,2.109704641,0,0,0,0,0.210970464,0,0,0,0,0,0,0,0,7.383966245,74.78902954,65.71729958,0.632911392,8.438818565,39.97890295
380,17722,0.738396624,26.79324895,30.69620253,1.054852321,0.632911392,0,0,0,0,0,0.210970464,0.632911392,0,0.210970464,0,0,0.421940928,0.210970464,0,0.210970464,0.210970464,0.210970464,0,0,0.210970464,0.210970464,0,0,0,0,0,0.210970464,2.742616034,0,0,0,0.421940928,0,0,0,0.210970464,0.843881857,0,0,0,0,4.641350211,0,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0,1.898734177,0,0,0,0,0.210970464,0,0,0,0.421940928,0,0,0.632911392,0,9.70464135,74.47257384,65.61181435,0.210970464,8.64978903,32.38396624
385,17812,0.210970464,25.73839662,42.72151899,2.742616034,0.632911392,0,0,0,0,0,0.632911392,0.210970464,0,0.421940928,0,0,0.632911392,0.210970464,0,0,0,0,0,0.210970464,0,0,0,0,0.632911392,0,0,0,1.898734177,0,0,0.210970464,0.632911392,0,0,0,0.421940928,0.843881857,0,0,0,0,4.430379747,0,0,0,0,0.210970464,0,0,0,0,0,0,0,0,0,3.375527426,0,0,0,0,0.210970464,0,0,0.210970464,0.210970464,0,0,0.632911392,0,9.915611814,87.86919831,77.10970464,0.210970464,10.54852321,46.09704641
390,17906,0.210970464,23.41772152,32.80590717,2.53164557,0.843881857,0,0.210970464,0,0,0,0,0.421940928,0,0,0,0,0.421940928,0.421940928,0,0,0,0,0,0,0.210970464,0,0,0,0.632911392,0,0,0.210970464,1.476793249,0.210970464,0,0,0.421940928,0,0,0,0.421940928,1.265822785,0,0,0,0.210970464,2.742616034,0.210970464,0,0,0,0,0,0,0,0,0,0,0,0.421940928,0,1.687763713,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0,9.071729958,71.20253165,64.02953586,0.421940928,6.751054852,36.1814346
395,18016,0.316455696,19.83122363,43.45991561,2.953586498,0.421940928,0,0,0,0,0,0.210970464,0.421940928,0,0.210970464,0,0.421940928,0.421940928,0,0,0.421940928,0.421940928,0,0,0,0.210970464,0,0,0,0.210970464,0,0,0,2.953586498,0.421940928,0,0,0.210970464,0.210970464,0,0,0.210970464,0.843881857,0,0,0,0,3.58649789,0,0,0,0,0,0.210970464,0,0,0,0,0,0,0.210970464,0,1.054852321,0,0,0,0,0.210970464,0,0,0.210970464,0,0,0.210970464,0.421940928,0,10.75949367,80.2742616,73.31223629,0.843881857,6.11814346,46.83544304
405,18258,1.054852321,31.11814346,42.72151899,2.109704641,0.210970464,0,0,0,0,0,0,0,0.210970464,0,0,0,0,0.421940928,0,0,0,0,0,0,0,0,0.210970464,0.210970464,0.421940928,0,0,0,2.742616034,0,0,0,0.210970464,0,0,0,0.210970464,1.687763713,0.421940928,0,0,0,3.164556962,0.210970464,0,0,0,0,0,0,0,0,0,0,0,0,0,1.265822785,0,0.632911392,0,0,0.421940928,0,0,0,0.210970464,0,0,0.843881857,0.210970464,2.320675105,90.71729958,81.43459916,0,9.282700422,45.04219409
410,18383,1.265822785,22.89029536,33.43881857,3.375527426,0.421940928,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0.210970464,0,0,0.421940928,0,0,0,0.210970464,0,0,0,0.632911392,0,0,0,1.476793249,0,0,0,0.421940928,0,0,0,0.210970464,0.843881857,0,0,0.210970464,0,2.53164557,0.210970464,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0,1.054852321,0,0,0,0,0,0,0,0,0,0,0.421940928,0.421940928,0,1.687763713,70.88607595,64.55696203,0.632911392,5.696202532,37.23628692
415,18526,0.210970464,20.25316456,35.8649789,1.054852321,1.476793249,0,0,0,0,0,0.843881857,0.421940928,0,0,0,0,0.632911392,0.210970464,0,0,0.210970464,0.210970464,0,0,0,0,0,0,0.632911392,0,0,0,1.687763713,0,0,0,0.421940928,0,0,0,0.421940928,1.476793249,0,0,0,0,2.953586498,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0.210970464,0,1.476793249,0,0.210970464,0,0,0.421940928,0.421940928,0,0,0,0,0.632911392,0.210970464,0,3.375527426,72.57383966,63.71308017,0.843881857,8.016877637,38.39662447
420,18649,1.054852321,24.05063291,32.06751055,2.53164557,0.210970464,0,0.421940928,0,0,0,0.421940928,0.210970464,0,0.210970464,0,0,0,0,0,0,0,0.210970464,0,0,0.210970464,0,0,0,0.210970464,0,0,0.632911392,2.320675105,0.632911392,0,0,0,0,0,0,0.421940928,0.421940928,0,0,0,0,4.219409283,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0,0,1.898734177,0,0,0,0,0.210970464,0,0,0,0.210970464,0,0.210970464,0.210970464,0,1.898734177,73.20675105,65.40084388,0.210970464,7.594936709,34.81012658
425,18744,0.316455696,23.73417722,44.62025316,2.109704641,0.210970464,0,0.421940928,0,0,0,0.421940928,0,0,0,0,0,0.210970464,0.421940928,0,0.210970464,0,0,0,0.210970464,0,0,0,0,0.843881857,0,0,0,3.164556962,0.632911392,0,0,0.421940928,0.210970464,0,0,0.210970464,1.476793249,0,0,0,0,5.274261603,0,0,0,0,0.210970464,0,0,0,0,0,0,0,0.210970464,0,1.265822785,0,0.421940928,0,0,0.210970464,0,0,0.210970464,0,0,0,0.210970464,0,1.687763713,87.44725738,77.53164557,0.421940928,9.493670886,46.94092827
430,18796,0.421940928,30.2742616,39.34599156,1.687763713,0,0,0.210970464,0,0,0,0.421940928,0.421940928,0.210970464,0.210970464,0,0,0.210970464,0.421940928,0,0,0,0,0,0,0.210970464,0,0,0,0.421940928,0,0,0.210970464,2.109704641,0.210970464,0,0,0,0,0,0,0,0.210970464,0,0,0,0.210970464,3.797468354,0,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0,1.054852321,0,0,0,0,0.210970464,0,0,0,0,0,0.421940928,0.421940928,0,0.843881857,83.5443038,77.00421941,0.632911392,5.907172996,41.03375527
435,18840,0.52742616,21.62447257,38.71308017,1.687763713,0.632911392,0,0.421940928,0,0,0,0.632911392,0.210970464,0.210970464,0.843881857,0,0,0,0.210970464,0,0,0.210970464,0,0,0,0,0,0,0.210970464,0,0,0,0,2.109704641,0.632911392,0,0,0.421940928,0,0,0,0,1.265822785,0,0,0,0,1.687763713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.742616034,0,0.210970464,0,0,0,0,0,0,0.210970464,0,0.210970464,0.210970464,0,2.53164557,75.63291139,68.88185654,0.210970464,6.540084388,41.03375527
440,18887,0.421940928,16.66666667,40.29535865,1.687763713,0.632911392,0,0,0,0,0,0.632911392,0.210970464,0,0.210970464,0,0,0.421940928,0.210970464,0,0.421940928,0,0,0,0,0,0,0,0,0.421940928,0,0,0.421940928,1.687763713,0.421940928,0,0.210970464,0.210970464,0,0,0,0,2.109704641,0,0,0,0.210970464,6.540084388,0,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0,2.742616034,0,0,0,0,0.210970464,0,0,0.210970464,0,0,0,0,0,2.109704641,77.21518987,64.97890295,0.421940928,11.81434599,42.61603376
445,18942,0.421940928,21.94092827,38.29113924,1.687763713,0.210970464,0,0,0,0,0,0.210970464,0.421940928,0.210970464,0.210970464,0,0,0.421940928,0.210970464,0,0,0.210970464,0.210970464,0,0,0,0,0,0,0.421940928,0,0,0.421940928,1.476793249,0.632911392,0,0.210970464,0.421940928,0,0,0,0.210970464,2.109704641,0,0,0,0.421940928,3.797468354,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0.421940928,0,2.953586498,0,0.210970464,0,0,0.210970464,0,0,0.421940928,0,0,0,1.054852321,0,2.320675105,79.43037975,67.82700422,0.843881857,10.75949367,40.18987342
450,18997,0.738396624,26.47679325,33.75527426,1.265822785,0.843881857,0,0.210970464,0,0,0,0.210970464,0.210970464,0,0,0,0,0.421940928,0.210970464,0,0.210970464,0.210970464,0,0,0,0,0.210970464,0,0,0,0,0,0,2.953586498,0.421940928,0,0,0.421940928,0.421940928,0,0,0.210970464,1.898734177,0,0,0,0,3.164556962,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0.632911392,0,2.742616034,0,0.421940928,0,0,0,0,0,0,0.210970464,0,0,0.632911392,0,8.438818565,78.48101266,68.35443038,0.632911392,9.493670886,35.8649789
455,19059,0.949367089,26.47679325,39.76793249,0.843881857,0.843881857,0.210970464,0.210970464,0,0,0,0.421940928,0.210970464,0.210970464,0,0,0,0.843881857,0.210970464,0,0.210970464,0.421940928,0.210970464,0,0,0,0.210970464,0,0,0,0,0,0.421940928,1.054852321,0.632911392,0,0,0,0,0,0,0.210970464,0.421940928,0,0,0,0.210970464,2.53164557,0,0,0,0,0.210970464,0,0,0,0,0,0,0,0.843881857,0,1.898734177,0,0,0,0,0,0,0,0.210970464,0,0,0.210970464,0.210970464,0,2.109704641,80.2742616,74.36708861,1.265822785,4.641350211,41.4556962
460,19113,0.949367089,28.16455696,32.91139241,1.054852321,1.265822785,0,0.421940928,0,0,0,0.210970464,0.421940928,0.210970464,0,0,0.210970464,1.265822785,0.421940928,0,0.210970464,0.421940928,0.210970464,0,0,0.210970464,0,0.210970464,0,1.265822785,0,0,0.421940928,2.320675105,0.421940928,0,0,0.843881857,0,0,0,1.054852321,0.632911392,0,0,0,0,2.320675105,0,0,0,0,0,0,0,0.210970464,0,0,0,0,0.632911392,0,1.898734177,0,0,0,0,0,0,0,0,0,0,0.210970464,0.421940928,0,8.016877637,80.80168776,73.20675105,0.843881857,6.751054852,35.23206751
465,19172,0.316455696,26.79324895,37.13080169,0.843881857,0,0,0,0,0,0,0.210970464,0.210970464,0,0.421940928,0,0,0,0,0,0.210970464,0.210970464,0,0,0,0,0,0,0,1.054852321,0,0,0,1.054852321,0,0,0,0,0.210970464,0,0,0,1.265822785,0,0,0,0,1.687763713,0,0,0,0,0.210970464,0,0,0,0,0,0,0,0.421940928,0,1.898734177,0,0,0,0,0.210970464,0,0,0.210970464,0,0,0.632911392,0.843881857,0,1.898734177,75.42194093,68.45991561,1.265822785,5.696202532,37.97468354
470,19243,0.632911392,31.64556962,22.89029536,0.421940928,0.421940928,0,0.210970464,0,0.210970464,0,0,0.210970464,0.632911392,0,0,0,0.210970464,0,0,0.421940928,0.210970464,0,0,0,1.054852321,0,0.210970464,0,1.054852321,0,0,0.421940928,1.898734177,0.843881857,0,0,0.421940928,0.421940928,0,0,0,1.687763713,0,0,0.210970464,0.210970464,5.274261603,0,0,0,0.632911392,0,0,0,0,0,0,0,0,0,0,4.219409283,0,0,0,0,0.843881857,0,0,0,0,0,0,0.632911392,0,16.24472574,78.16455696,63.60759494,0.632911392,13.92405063,23.73417722
475,19330,0.210970464,22.99578059,34.91561181,0.632911392,0.843881857,0,0,0,0,0,0.421940928,0,0.210970464,0,0,0,0.210970464,0,0,0.210970464,0.210970464,0,0,0,0.421940928,0,0,0,0.421940928,0,0,0,1.898734177,0.210970464,0,0,0.421940928,0.421940928,0,0,0,4.219409283,0,0,0,0.210970464,5.063291139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.219409283,0,0,0,0,0.210970464,0.210970464,0,0,0,0,0.210970464,0.632911392,0.210970464,2.742616034,79.85232068,63.8185654,0.210970464,15.82278481,36.39240506
480,19456,0.105485232,35.23206751,19.83122363,1.687763713,0.210970464,0,0.421940928,0,0,0,1.476793249,0.210970464,0,0.210970464,0,0,0.210970464,0,0,0,0.210970464,0,0,0,0.421940928,0,0,0,0,0,0,0,2.53164557,1.054852321,0,0,0.421940928,0.421940928,0,0,0.210970464,1.265822785,0,0,0,0.421940928,3.375527426,0,0,0,0,0,0,0,0,0,0,0,0,0.421940928,0,3.58649789,0,0,0,0,0.421940928,0,0,0.210970464,0,0,0.421940928,0.843881857,0,6.329113924,75.21097046,63.8185654,1.054852321,10.33755274,21.72995781
485,19602,0.421940928,38.18565401,21.83544304,0.210970464,0.421940928,0,0.421940928,0,0,0,0.843881857,0,0,0,0,0,0.210970464,0.210970464,0,0.210970464,0.210970464,0,0,0,0,0,0,0,0.632911392,0,0,0,1.898734177,0,0,0,0.421940928,0.632911392,0,0,0.632911392,2.53164557,0,0,0,0.210970464,2.953586498,0,0,0.210970464,0,0,0,0,0,0,0,0,0,0,0,3.164556962,0,0,0,0,0.210970464,0,0,0.210970464,0,0,0.421940928,0.632911392,0,1.265822785,77.74261603,65.71729958,0.632911392,11.39240506,22.46835443
490,19762,0.738396624,28.16455696,26.05485232,0.843881857,0.421940928,0,0.210970464,0,0,0,0.210970464,0.210970464,0.421940928,0.210970464,0,0.210970464,0.632911392,0.210970464,0.210970464,0,0.843881857,0.421940928,0,0,0.210970464,0,0,0,0.632911392,0,0,0.210970464,3.375527426,0.210970464,0,0,0.421940928,0,0,0,0.421940928,1.898734177,0,0,0,0,2.320675105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.641350211,0,0,0,0,1.054852321,0,0,0,0,0,0,0.632911392,0,8.860759494,76.05485232,64.66244726,0,11.39240506,27.32067511
495,19937,0.52742616,19.62025316,35.02109705,1.265822785,0.843881857,0,0,0,0,0,0.421940928,0.210970464,0,0,0,0.421940928,0.632911392,0,0,0,0.843881857,0,0,0,0,0,0,0,0.632911392,0,0,0.210970464,2.953586498,0.210970464,0,0,0.210970464,0.210970464,0,0,0.632911392,2.742616034,0,0,0,0,3.58649789,0,0,0,0,0,0,0,0,0,0,0,0,0.210970464,0,3.164556962,0,0,0,0,1.265822785,0,0,0,0,0,0.210970464,0.421940928,0,11.1814346,76.26582278,63.8185654,0.421940928,12.02531646,37.13080169